AVL_INDEP_TIME,DATE,TIME,T_dem_E,SPEED,TORQUE,P,DC_Volt,DC_Curr,DC_Pow,SIG_Volt,SIG_Curr,SIG_Pow,MOTOR_mcu_eff,MOTOR_motor_eff,MOTOR_sys_eff,MOTOR_mcu_reg_eff,MOTOR_motor_reg_eff,MOTOR_sys_reg_eff,Freq_U,Freq_V,Freq_W,MCU_Inv_PWI,MCU_TM_PWO,MCU_Inv_TWI,mot_temp_1,L1L2_Volt,L1L3_Volt,L2L3_Volt,L1L2_Curr,L1L3_Curr,L2L3_Curr,INV_PF_SIGMA,C50_Int_Flow,Flux,Inv_Flux,ModulationIndex_cal,MCU_ModulationIndex,v2m_vehicleReq,v2m_controlModeReq,daxisCurrCmd,daxisCurrFbk,qaxisCurrCmd,qaxisCurrFbk,MotorTemp,Dummy1,Dummy2
81,2026/5/22,14:40:05,200,2500,191.4,50102,663.71,82.94,55048,246.83,150.5,53468,97.13,93.7,91.02,102.95,106.72,109.87,166.667,166.663,166.673,1.89,0.75,27,26.7,245.41,248.59,246.5,151.79,150.5,149.22,0.83,12.24,0.173669,0.0017,0.477,0.5155,3,1,-118,-118.0405,180,179.8588,71,575.81,1
82,2026/5/22,14:40:16,220,2500,209.9,54941,663.71,91.61,60800,253.95,165.72,59014,97.06,93.1,90.36,103.03,107.41,110.67,166.655,166.666,166.666,1.89,0.75,26.9,26.6,251.8,256.07,253.98,166.8,165.96,164.41,0.81,12.2,0.173653,0.0017,0.4907,0.5286,3,1,-133,-132.9049,196,195.91,75,575.9,1
83,2026/5/22,14:40:26,240,2500,229.4,60071,663.7,100.96,67009,261.72,182.44,65010,97.02,92.41,89.65,103.08,108.22,111.55,166.666,166.661,166.668,1.89,0.75,26.9,26.6,259.73,263.74,261.69,184.09,182.48,180.77,0.79,12.19,0.173596,0.0017,0.5058,0.5426,3,1,-149,-149.1481,214,214.0286,80.4,576.02,1
84,2026/5/22,14:42:04,260,2500,249.9,65410,663.72,110.41,73279,266.96,200.11,71022,96.92,92.1,89.26,103.18,108.58,112.03,166.665,166.667,166.676,1.88,0.75,26.3,26.5,264.71,269.42,266.75,201.99,199.89,198.46,0.77,12.18,0.173574,0.0017,0.5159,0.5527,3,1,-170,-170.1049,230,230.0598,67,576.11,1
85,2026/5/22,14:42:16,280,2500,268.9,70395,663.71,120.15,79744,272.22,217.72,77236,96.86,91.14,88.28,103.25,109.72,113.28,166.666,166.663,166.666,1.89,0.75,26.2,26.5,269.42,275.17,272.09,219.55,217.54,216.05,0.75,12.21,0.173555,0.0017,0.526,0.5621,3,1,-193,-192.8323,244,243.9858,72.3,576.18,1
86,2026/5/22,14:42:27,300,2500,287.2,75202,663.7,129.93,86231,274.79,235.59,83449,96.77,90.11,87.2,103.34,110.97,114.67,166.669,166.672,166.665,1.88,0.75,26.2,26.5,272.2,277.11,275.05,238.16,235.43,233.18,0.74,12.2,0.173542,0.0017,0.531,0.5668,3,1,-223,-223.2467,252,252.0117,83,576.23,1
52,2026/5/20,14:37:43,0,3000,-1.6,-508,663.9,-0.01,-5,213.88,0,-276,-7916.4,183.63,-14814.57,1.5,54.5,0.86,0,0,0,1.8,0.76,25.7,27.9,212.83,214.73,214.08,0,0,0,0,11.66,0.144884,0.0014,0.4132,0.403,3,1,0,0.1033,0,-0.2807,69.9,690.18,1
53,2026/5/20,14:38:02,20,3000,17.5,5498,664.78,9.28,6166,217.96,15.5,5791,93.92,94.88,89.11,106.48,105.4,112.22,0,0,0,1.8,0.75,25.6,28,217.26,218.97,217.64,15.73,15.71,15.07,0.99,11.63,0.145009,0.0015,0.4205,0.4552,3,1,-2,-2.0896,23,23.0798,64,689.63,1
54,2026/5/20,14:38:14,40,3000,37.2,11675,664.37,18.94,12585,224.66,31.66,12093,96.09,96.53,92.76,104.06,103.59,107.8,200.143,200.027,200.027,1.8,0.76,25.5,27.9,223.78,225.74,224.46,31.99,31.84,31.16,0.98,11.62,0.144873,0.0014,0.4337,0.4722,3,1,-10,-10.1423,45,44.959,61.9,690.29,1
55,2026/5/20,14:38:24,60,3000,56.3,17680,664.47,28.4,18868,234.47,46.82,18287,96.92,96.69,93.72,103.18,103.42,106.71,200.017,200.022,200.05,1.8,0.75,25.5,27.9,233.42,235.57,234.42,47.2,46.97,46.29,0.96,11.69,0.144871,0.0014,0.4526,0.4909,3,1,-19,-18.933,65,65.1158,60,690.27,1
56,2026/5/20,14:38:35,80,3000,74.9,23529,662.82,37.84,25079,243.76,61.16,24369,97.17,96.55,93.82,102.91,103.58,106.59,200.04,200.034,199.92,1.8,0.75,25.5,28,242.51,244.99,243.79,61.58,61.33,60.57,0.94,11.66,0.144589,0.0014,0.4717,0.5119,3,1,-30,-29.8802,83,83.256,58,691.64,1
